	col0_1	col0_2	col0_3	ring1ab_1	ring1ab_2	ring1ab_3	emf1_1	emf1_2	emf1_3	clfswn_1	clfswn_2	clfswn_3
AT1G01010	6.282225	6.60057	6.857564	6.476294	7.840884	7.795265	17.954405	18.03883	16.540512	13.659479	12.64992	10.072598
AT1G01020	4.5416703151071	4.08255848308906	4.21653258962796	4.19148441375423	4.3294106843292	3.40120725760992	1.33499617981962	1.14213730383315	1.69423333089064	3.5743796583991	3.03204251014656	2.8113380794814
AT1G01030	3.433585	4.004569	3.897475	3.096696	2.319811	2.381502	4.968333	5.603924	4.425573	7.75153	7.597085	7.190588
AT1G01040	9.32308993428206	10.5301814550688	10.8839588648865	9.00339474704189	9.15115417540774	8.72646932011513	14.6154900997761	15.197442990566	14.8926890284618	9.43419119283658	10.1041162670291	9.11964670978574
AT1G01046	4.553495	2.981933	2.230333	1.65479	2.069048	0.888539	2.943156	4.417656	2.386592	2.916022	1.893257	2.104595
AT1G01050	49.046631	54.94936	59.227242	48.265137	50.133625	47.943531	63.916397	62.161392	62.001091	47.594288	48.124561	50.470478
AT1G01060	0.299374413729128	0.358689285714286	0.458831743351886	0.567797155844156	1.08336701824366	0.445323000309215	1.77375447155226	2.57221791991342	1.88638833364255	12.6078287646877	14.0661825810142	13.4718267455164
AT1G01070	3.86815507241379	4.7262681062069	5.92740647310345	2.9558682	5.19500983103448	4.37933570482759	6.23068632137931	6.59790240551724	6.40581595103448	4.38679970275862	4.17670142	5.13171041103448
AT1G01073	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080	56.293663505295	56.2364404341906	56.9481283335855	42.9714522193646	40.5898343721634	37.1929930385779	34.200629381997	30.4053210937973	32.0538686633888	24.866851892587	23.221086371407	25.4492811732224
AT1G01090	158.760025	151.938019	159.76268	196.130432	186.260696	167.281921	91.024452	82.796638	89.685738	162.131378	146.876526	153.621323
AT1G01100	58.2072760324006	55.1517856789396	90.7667197378498	44.7151513829161	45.9787294845361	52.8080323490427	124.376159337261	83.091871736377	62.518266544919	116.35469216053	117.070955240059	112.400727714286
AT1G01110	3.79017848514317	4.41082448082118	4.76202151269584	6.20692214424635	5.63373486061588	5.88808082441923	2.12030046569422	1.11859150675311	1.4328527628309	5.64587224095084	4.81630573689897	5.11852286331713
AT1G01115	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	67.914108	73.432793	89.552467	73.436958	68.43	69.531914	47.281429	51.751629	39.196987	41.87886	37.116287	36.285027
AT1G01130	3.520001	5.763686	6.186689	6.892382	10.357098	7.607831	10.82547	15.302232	21.832836	18.394337	33.376167	27.814785
AT1G01140	33.0420211253661	32.2213566766257	30.9407627480961	60.4853195963679	34.1229420240187	39.9254109343878	58.7210737346221	59.8983511775044	52.8672830011716	26.2109259794962	23.7914860579965	26.073953572935
AT1G01150	0.044969	0.057866	0	0	0.197239	0.133322	0.086124	0.097552	0.041966	0.302009	0.323381	0.206976
AT1G01160	35.0167847297297	34.340666418483	33.3546228953792	34.0117530305144	37.2314718256321	33.2342168788143	44.3799822162162	38.1145972074978	44.3921974524847	38.6163862894507	41.2179072449869	39.5105904690497
AT1G01170	68.3182051708738	71.7332553359223	61.4370920601942	62.4249145650485	59.7634011378641	63.8802546912621	44.6274343009709	62.411502361165	60.422959038835	66.9483107980583	70.0268239747573	67.3373479165049
AT1G01180	18.937092	19.675093	21.667183	14.355459	15.773924	17.593458	8.162502	8.655772	7.234641	3.299509	3.224864	4.084914
AT1G01183	0	0	0	0	0.222378	0	0	0	0	0.309974	0.208543	0
AT1G01190	1.082419	0.987866	1.654121	0.243296	0.532992	0.370171	1.009601	0.961301	1.663936	1.192082	1.540504	1.272021
AT1G01200	1.649081	1.449885	1.048142	1.928591	2.586575	2.827964	0.793451	0.584035	0.806472	1.402293	2.126415	1.253065
AT1G01210	9.022964	10.368793	8.984096	10.716042	11.693666	7.351277	9.482798	13.670843	13.954272	11.484045	9.991632	10.948093
AT1G01220	8.257772	7.895084	7.783529	6.67086	7.299896	6.770193	9.213855	9.049489	8.931128	6.724367	6.601534	7.084257
AT1G01225	2.126344	1.541542	3.344661	3.753997	5.88159	3.43118	2.187949	1.010955	0.991924	5.266726	3.765743	5.52174
AT1G01230	28.302145	28.028891	29.972748	25.981823	28.974482	29.530867	32.817593	27.79944	24.940723	28.055349	26.164871	24.698004
AT1G01240	17.5376769443586	18.6516902483256	16.7942443730036	12.1689928861412	14.344757867594	13.733690264812	16.6607413369397	16.1731891231324	12.8608488315301	9.23737476300876	9.09237318186502	10.0881185151984
AT1G01250	0.661957	0.942094	0.641185	1.955612	2.760872	2.258792	0.180967	0.441851	0.117703	2.10862	2.62966	2.691417
AT1G01260	10.2238219376877	10.2378267042042	11.2713506066066	14.4495133412162	9.53260362950451	12.3751711486486	8.64904453941441	10.2602232713964	8.31038232957958	8.99946424061562	8.3032408475976	8.37332156418919
AT1G01270	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01290	9.94823468459658	11.9080115264874	13.049970394458	12.1737087693562	12.2204016951915	12.4751375273024	15.466202408313	14.0127648932355	15.9039435468623	13.3053236120619	12.6540246642217	12.4271836120619
AT1G01300	46.127182	55.437675	52.071266	87.914978	76.476837	85.563515	130.141907	108.04689	95.132523	124.437553	137.018494	134.296844
AT1G01305	0	0	0	0.352618	0.15464	0	0	0	0	0	0	0.116354
AT1G01310	0.314117	0.075937	0.165567	0.217093	0.228621	0.107167	0.051402	0	0.101198	0	0	0
AT1G01320	73.7947379223557	76.2260130963974	81.0778459350222	45.5539628733344	50.0444356443494	41.5504127371278	41.1982994574766	31.8182065037013	35.9133245693371	36.1668154040138	30.4394979241652	30.536395657345
AT1G01340	2.84266153096647	3.36347247140039	4.09394031321499	5.23033508678501	4.058571434714	3.25073071873767	7.84606986706114	5.54186560552268	8.46133986903353	2.38725577633136	2.86195060631164	1.74740734122288
AT1G01350	15.715443	17.627762	18.254471	20.742365	19.71785	19.991209	23.797323	27.207417	25.863199	24.364725	26.038279	24.481817
AT1G01355	0.136656	0.143988	0.117879	4.673746	4.601556	6.187612	0.222305	0.37915	0.333392	2.904109	2.451478	1.89608
AT1G01360	9.399425	11.465971	11.749487	8.160723	10.183148	10.207106	9.462984	12.336126	10.630427	6.71378	7.454022	6.284246
AT1G01370	1.31900143548387	4.39896078931452	2.52684436693548	4.8203572016129	3.5326739516129	2.49847202116935	7.30225892237903	6.92886515322581	7.92337085080645	5.26022135080645	6.33074876008065	6.02452451008065
AT1G01380	1.351381	1.976076	1.194169	2.554784	1.796053	1.823693	1.453048	1.639205	1.778398	0.712785	1.791009	0.611465
AT1G01390	1.708944	1.931693	2.480742	3.001395	5.416196	2.94123	0.690395	0.721838	0.439361	0.717015	1.253722	0.660598
AT1G01400	0	0.043197	0	0	0.040585	0	0	0	0	0	0	0
AT1G01410	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	7.791505	7.575941	8.259774	10.003234	14.471444	13.223866	2.775533	2.331578	3.321063	2.761868	2.727355	2.987759
AT1G01430	89.50882	101.804062	96.35495	76.708839	101.778351	110.601494	42.100563	45.806225	36.953724	23.961847	22.562082	24.178158
AT1G01440	14.904821	15.060455	14.856044	10.8024	13.131248	13.774444	12.660398	11.409743	11.833413	6.740173	6.81663	6.753778
AT1G01448	12.1931342249093	13.9015958492543	14.5793054635228	8.641908063684	9.07465453607416	11.5701983958081	7.1982617343813	5.74120883434099	5.1300019758162	6.564047611447	5.52362527891979	5.89921125231761
AT1G01450	4.087947	3.070464	3.117521	1.590272	2.135514	2.64183	1.552718	1.070749	1.22555	1.559834	1.356441	1.917059
AT1G01453	1.30715643859649	1.36034618500797	0.921036282296651	1.85333724322169	2.5974430446571	3.0496108708134	0.080904704944179	0.074557954545455	0.231671142743222	0.2823808261563	0.04485023923445	0.361540061403509
AT1G01460	0.145932	0	0	0	0.031897	0.071869	0	0	0	0	0	0
AT1G01470	60.139999	68.72303	61.245697	149.882996	68.859291	88.343102	49.474224	55.358158	56.717453	148.116119	180.754105	143.02681
AT1G01471	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01480	1.1592261958711	0.970521027190332	0.842612107250755	1.37421704431017	1.64261237663646	1.63727356243706	1.56421556646526	3.10403628147029	2.60013111530715	4.96508095669688	3.84997645015106	5.73876538267875
AT1G01490	34.9574477782534	89.9622046652397	87.2093083219178	20.417404927226	91.9789142628425	94.4568008741438	82.9987154486301	91.9852729349315	24.4626625239726	62.2659673946918	59.9246221078767	62.6380663518836
AT1G01500	12.170952	12.982476	13.081103	14.933619	15.001568	14.849345	22.473886	20.311474	21.520594	20.182968	18.456064	18.03879
AT1G01510	25.122501	26.592508	23.653074	26.627281	24.989929	26.720047	28.583637	23.754076	25.194633	26.965473	25.573626	25.05995
AT1G01520	0	0.326892	0.371633	0.650129	0.515968	0.502129	15.827385	8.370008	7.250814	43.617718	46.232494	37.583359
AT1G01530	0	0.064245	0.071861	0	0	0	0	0	0	0	0.031005	0
AT1G01540	75.6753394751131	76.0703600361991	74.3228393242836	63.7956916802413	60.3237113242836	67.0314318431373	44.4770550648567	43.6024483378582	40.6389117586727	37.3349961025641	38.8539414720965	35.4522668838612
AT1G01550	104.28318268762	125.287745811418	118.385691105837	150.041915962797	138.100427538165	137.337497783194	116.972579434253	143.985619766517	155.083267377806	121.079600107761	121.382636673509	116.115477077614
AT1G01560	0.030978759064328	0.028924	0.110501556725146	3.89536899766082	0.298834901754386	0.275431285964912	2.49155498362573	2.18994783274854	4.05948546842105	0.398114378362573	0.543696843274854	0.317189562573099
AT1G01570	1.65494	1.648665	2.029663	3.231314	1.993262	2.210995	3.55349	3.810189	3.597054	1.538929	1.333369	2.236546
AT1G01580	5.659146	6.378774	4.019065	3.286236	1.090322	1.477165	0.063102	0.103329	0.082016	0.787534	0.809554	0.543599
AT1G01590	0	0	0	0	0	0	0.586731	0.450667	1.12161	0.067284	0.031783	0
AT1G01600	3.148362	5.103087	3.898202	3.066608	2.718055	2.588278	3.003527	2.254074	2.361762	3.642642	5.156898	3.983201
AT1G01610	40.924858	47.769096	51.28965	34.680424	34.866489	38.288643	118.211258	96.413422	87.772629	76.858757	78.695488	69.450684
AT1G01620	427.750714097095	443.254979143731	475.259660374618	317.336728807339	299.017711668196	361.208242625382	89.0638697423547	53.9646412874618	52.932747	88.352135	82.529045	79.108322
AT1G01630	38.147896	36.52232	41.368877	41.50164	41.637875	42.559536	39.793556	36.162586	44.996368	45.828369	43.846935	39.30666
AT1G01640	9.16171650804829	10.8747203008048	13.1322548581489	10.607042831992	12.0007762032193	12.4858329486922	9.2260459195171	15.2416820100604	14.4899500965795	10.8046955160966	8.75734504225352	10.3954818712274
AT1G01650	12.5076366216216	12.1249961261261	10.8607380990991	13.7932297927928	9.90758906306306	13.7531399279279	21.405761981982	25.8000221891892	20.1267557117117	21.9678747477478	21.8189530810811	21.5186263693694
AT1G01660	1.189476	1.965917	1.469637	2.84512	3.197081	2.871802	2.245162	1.395077	1.953611	1.018053	0.93405	0.602197
AT1G01670	1.022301	1.169781	0.577547	4.430712	4.199261	4.810493	4.346123	3.318424	4.108407	1.391631	1.23063	1.56823
AT1G01680	0.713448	0.051254	0.447157	0.533148	0.818288	0.90471	4.68118	6.643609	12.011013	0.120743	0	0.072465
AT1G01690	2.515663	2.670019	2.251598	2.88702	3.443825	2.782322	7.630561	6.403235	6.807158	6.073185	4.731828	4.45209
AT1G01695	0.121787	0.227863	0.173725	0.257361	0	0.112231	0.038961	0.081311	0.113906	0.109116	0.358139	0
AT1G01700	0.76557	1.059779	1.266676	0.4793	0.71064	0.870648	1.189897	0.666737	0.757335	1.153342	1.29114	1.390538
AT1G01710	17.308931	19.636349	17.708544	18.470407	18.984234	17.445911	22.409077	23.780947	24.85601	18.952412	18.693443	18.977148
AT1G01720	24.86879	28.951363	27.522453	76.72332	44.103897	43.630444	98.862595	94.308472	116.806946	111.328835	108.566925	98.789314
AT1G01725	9.353567	12.141161	10.438127	8.438738	8.112482	9.977177	13.446246	14.962071	15.264233	8.691792	10.175797	10.895268
AT1G01730	19.517109	21.194223	19.086494	19.563599	19.917667	19.076578	26.300274	28.8755	29.907887	21.841694	20.155764	21.643013
AT1G01740	2.37198203791469	3.26505036018957	3.83362643127962	3.05385843127962	3.30667667298578	3.19901718483412	4.22205448815166	3.97969597156398	4.37626318957346	3.04017023222749	2.68449939810427	3.12116912796209
AT1G01750	18.145285	20.822704	18.93075	20.576777	27.038055	21.39209	3.007569	1.471611	3.593336	6.445427	5.896712	6.732176
AT1G01760	3.380016	4.838744	3.434869	4.369308	3.947124	4.768675	4.885261	3.296169	3.100766	2.700876	3.354695	2.700848
AT1G01770	21.484461	22.294315	22.278372	19.220625	20.313299	23.018322	23.079268	23.312462	20.389963	12.601306	10.726769	13.531205
AT1G01780	24.108093	22.933025	23.506077	20.083614	25.37611	28.04303	20.261286	23.020081	18.278692	11.544583	10.168143	8.884201
AT1G01790	20.110836	21.566629	21.172922	16.105389	13.553392	12.038574	10.191247	9.325191	8.502354	7.169859	7.234769	7.26479
AT1G01800	49.5897932513661	47.0115910418944	48.4506467668488	46.0160810746812	48.0510256921676	48.6906659708561	41.6021519089253	44.4752894061931	43.1680463642987	49.0324263897996	44.9871371967213	52.9915765992714
AT1G01810	0.414226	1.160516	0.803407	1.824757	2.98112	1.556065	1.268047	3.060735	4.36873	4.124808	4.246873	3.288138
AT1G01820	65.375153	68.661781	68.680573	52.701328	49.549595	53.417877	59.126774	55.779991	55.972092	34.939194	33.135902	38.531429
AT1G01830	6.59692613521015	6.1077097517843	2.69193277081681	7.47508002537668	6.80457793219667	6.25357782831086	17.1212229583664	19.4128539908803	17.7565676915147	10.3183463992863	10.5522360975416	10.0942138552736
AT1G01840	0.547134	0.782213	1.478969	1.031042	1.243706	1.019003	1.665398	1.999833	1.200002	1.308902	1.089128	1.105926
AT1G01860	10.088292	9.755516	9.209583	9.545218	8.447448	8.727218	7.288618	5.878321	5.877323	6.899245	5.168018	5.131115
AT1G01870	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01880	0.769211	1.371134	0.499876	0.584267	0.694325	0.734299	1.840935	1.425169	1.54721	0.729713	0.941647	0.735371
AT1G01890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01900	2.983451	3.14379	2.711796	2.370533	3.298508	3.422625	5.548095	8.191559	5.29247	7.213277	8.640668	8.893339
AT1G01910	23.4007238207951	25.6098178061162	26.3326004018349	25.0598828568807	24.023318493578	22.3714433333333	32.3938544501529	28.1711248336391	30.1107858207951	24.8323375749235	26.2603184666667	23.5073396880734
AT1G01920	12.9229443437821	13.6357190837616	13.756045266187	10.9186458776978	12.412220274409	13.8226376002056	14.2503448293936	10.9705864362795	12.7358417034943	16.210508061665	17.0564108412127	16.8984024768756
AT1G01930	9.66992	9.487288	8.807468	7.752152	8.228656	8.345739	9.090629	8.65449	9.230707	7.691536	7.093059	7.265479
AT1G01940	12.084317	16.116709	14.368848	17.045206	17.341944	13.781689	28.632706	31.239952	31.040649	29.820866	30.425259	29.607521
AT1G01950	7.30162622138653	8.40197611249182	8.58903344637018	11.4176965673643	8.24193603564421	7.26675150032701	11.2506846592544	9.99724873086985	8.46752940810987	10.1184305042511	8.91796481491171	10.0535456007194
AT1G01960	25.763329	27.070963	26.868193	25.997299	25.944881	24.208906	32.830769	30.793715	28.661871	24.83577	25.413708	25.959381
AT1G01970	14.612394	15.723405	17.308754	9.915041	9.375602	8.317896	10.493459	8.708297	8.755975	8.375138	7.980081	8.493485
AT1G01980	0	0	0	0	0	0	0	0	0.054087	0	0	0
AT1G01990	34.573402	37.965843	38.017399	28.141422	30.545065	33.488945	27.527973	28.828375	25.808708	34.829376	30.071554	32.028385
AT1G02000	11.352053	11.771709	12.858402	10.346745	11.661255	12.170012	12.282184	12.101111	10.917613	7.374339	6.294183	8.848193
AT1G02010	4.572796	5.450378	4.88022906260163	3.19278	3.90705	3.98189	7.02317	6.999891	5.599699	6.43753394796748	6.029302	6.321475
AT1G02020	11.8966385897985	11.6992320141449	12.9998692708958	7.61691631333048	8.47291385126447	10.4351777046721	9.58402864294899	9.89519545992285	9.39174120402915	9.83264133304758	9.56677518345478	9.62274396913845
AT1G02030	0.191247	0.446875	0.180225	0.328237	0.364466	0.84992	0.403531	0.27341	0.145738	0.7294	0.95526	0.432754
AT1G02040	0	0.056405	0.039906	0.190346	0.616951	0.372606	0.150187	0	0	0.463895	0.287382	0.220539
AT1G02050	8.629578	7.447643	9.448706	7.094247	7.382211	8.724017	7.352861	8.411201	6.620026	7.49025	7.157878	7.748637
AT1G02060	8.74122	8.345638	8.786432	7.689964	8.147264	7.805479	7.160679	6.169435	6.459229	5.575139	6.123676	5.416652
AT1G02065	1.86824143968096	1.7103870667996	2.44780391924227	6.51356239930209	4.30502108125623	7.02323186590229	10.7503167676969	9.11578782801595	9.38550203639083	9.9035162108674	9.69681378664008	6.06035799900299
AT1G02070	0.318951	0.649639	0.685039	1.354595	2.408612	2.428614	3.486513	4.433727	3.838338	4.309246	4.124581	2.58836
AT1G02074	0.440845	0.819846	0	0.446083	0	0.243356	0.531427	0.607169	0.365441	0.288808	0.236268	0
AT1G02080	25.768935500793	26.9829188957177	27.1898688445678	26.4574931974623	26.2039033207772	23.483572609437	41.4056946649485	39.2014659127676	37.1200135190325	29.7113113980968	30.4597354095956	29.6431821098335
AT1G02090	22.4705936214587	24.579559416516	22.9710430440024	23.1992802320675	24.9728394315853	25.2978970096444	36.3063595376733	37.7410006485835	37.5143302772755	25.620057543701	27.5313620699216	26.8946458595539
AT1G02100	37.2935680996516	36.5321972487805	37.0499359797909	29.8818262599303	29.7605719003484	33.4511220229965	21.865114902439	24.1237236334495	24.1174486160279	21.9712163519164	26.0160883087108	26.9892730118467
AT1G02110	24.199734	24.65851	25.527401	18.379169	17.770628	20.826189	23.442497	18.222286	15.716861	21.093107	21.403458	23.179272
AT1G02120	40.057411	45.073792	48.329372	39.329327	40.929333	41.485123	37.783642	41.589062	45.96529	39.252491	34.742767	33.166466
AT1G02130	30.228994	34.462265	32.411102	27.232735	33.566967	34.555862	40.010956	39.916332	42.471531	27.760324	27.20768	23.762466
AT1G02136	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02140	82.278381	98.865929	93.884911	108.277924	119.368919	107.112503	91.263237	113.854591	137.032059	111.973709	99.555351	106.859734
AT1G02145	14.595465449536	15.2714401943155	15.4780781763341	13.5078081235499	14.6483362911833	14.1074195638051	15.3742264651972	15.0065737737819	15.6317462935035	14.3796199060325	13.615514887471	13.3377974164733
AT1G02150	61.154514	58.194771	61.599472	43.432556	41.866978	43.922726	32.587997	26.281113	26.865952	29.229195	24.600199	28.23588
AT1G02160	8.95907609171076	13.667636670194	14.4590274268078	17.8579803209877	16.3156460493827	12.7862106631393	10.2304266525573	12.7236769400353	14.1453299347443	21.9290773932981	16.1328839858907	16.8387639241623
AT1G02170	28.02865	30.467915	28.355053	35.900749	34.492447	36.499676	22.870193	27.185286	30.987179	26.437733	24.765465	25.946318
AT1G02180	2.278395	2.91785	3.033207	2.736351	3.396957	1.730976	7.085778	5.32185	6.223945	6.040014	5.99628	4.719797
AT1G02190	0	0	0.124343	2.863301	3.345382	4.70992963322596	9.962568	5.746381	5.771787	27.5983696175794	19.681437	20.329483
AT1G02205	12.0014068917224	14.5691067646321	14.7811142236622	9.14462564339465	11.2375855459866	15.7412416091137	252.547305701923	232.12314200209	187.658485938963	106.672301875	108.964608070234	103.004134243729
AT1G02210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02220	5.744333	7.953619	6.804353	5.556912	5.133958	7.510262	17.036093	18.858711	21.320194	20.097763	15.849667	18.273251
AT1G02228	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02230	0.811998	0.869324	0.795515	0.460084	0.645476	0.600676	1.084307	1.401171	1.833668	0.312906	0.475093	0.878797
AT1G02250	0	0.141472	0.093993	0.243457	0.085343	0.096146	0	0.142719	0.181581	0.114153	0	0
AT1G02260	12.816879	13.267375	12.454222	11.393784	10.603654	12.368498	12.228099	13.881534	11.738723	8.161069	8.479703	9.154254
AT1G02270	13.460614	15.649289	15.501341	22.468843	15.310794	12.51827	16.658247	19.529278	19.331507	12.437827	13.533686	12.803231
AT1G02280	94.4822419522998	87.2934421763203	80.8015919054514	48.0872852785349	42.5819065374787	48.6733944020443	43.9901193603066	33.9539619991482	32.4399207955707	41.1646201788756	37.2049534701874	37.6515217589438
AT1G02290	7.543371	8.205294	8.149202	8.153752	7.977657	9.143098	10.293077	11.813977	10.263707	9.519699	8.437318	8.395964
AT1G02300	19.320358	17.753332	19.830547	13.654223	14.584774	19.658894	16.134535	14.716468	13.895914	7.965066	9.340093	9.905823
AT1G02305	79.638062	88.779457	88.33741	78.725151	91.399002	86.04924	72.084557	84.487183	86.163101	82.608444	76.278381	87.759834
AT1G02310	0.174793	0.551354	0.530807	1.022988	1.067793	1.460814	1.680201	1.332547	1.020184	1.90305	2.491566	2.380924
AT1G02320	0	0	0	0	0	0	0	0	0	0	0.070118	0.145883
AT1G02330	19.512205	24.209507	26.52788	21.160046	25.97938	24.56881	34.487282	32.138355	32.392113	33.571812	34.634361	33.163189
AT1G02335	19.13537	27.874926	24.903282	19.209661	19.885956	23.495995	5.552755	5.457285	4.285987	14.009428	14.826815	12.758039
AT1G02340	6.88767	7.992077	8.053478	6.671429	10.805711	13.392681	5.472164	8.467671	6.213818	23.273766	21.528387	23.35454
AT1G02350	2.76752	1.937767	2.284113	2.37631	2.003276	2.141148	0.775816	1.404597	0.722162	1.887066	1.979523	1.62278
AT1G02360	22.33127	30.538626	29.385077	26.387144	30.704733	28.878994	14.964264	14.654769	17.337929	55.489418	53.988811	47.152092
AT1G02370	4.402598	4.876129	5.995187	5.506999	5.458788	5.277613	9.399146	7.267671	6.657472	7.433177	8.357629	8.397525
AT1G02380	4.571339	3.687803	4.848305	2.381788	3.819803	4.558594	2.442235	1.558185	1.533777	2.867498	2.804015	2.06937
AT1G02390	1.60823	1.048481	1.688174	9.350281	7.310821	8.257531	0.728949	0.954457	1.089732	4.980063	3.736807	4.190377
AT1G02391	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02400	3.519955	4.9194	5.532441	49.106659	9.041114	13.130308	4.871298	5.889456	5.473586	9.031694	9.085261	7.220031
AT1G02405	0.558214	0.278427	0.54484	1.012204	0.829748	0.580467	0.057112	0.354487	0.375221	0.006751	0.472807	0.854535
AT1G02410	11.372991	11.21071	11.019084	13.469445	15.405765	11.705585	22.738295	23.913982	29.512791	30.035917	27.642189	27.088392
AT1G02420	3.308685	3.838061	3.764715	3.776175	3.018412	3.22691	5.543902	4.896763	4.743924	3.897518	5.003089	3.995782
AT1G02430	1.79171	2.229713	2.032552	2.143536	2.336563	3.008323	2.324147	2.544752	3.380212	2.422775	3.251792	2.31235
AT1G02440	0	0	0	0.258549	0.243662	0.137492	0.134094	0.452045	0.891218	0.850196	1.029642	0.531278
AT1G02450	0	0.182237	0	0.392052	0.601268	0	0.749812	0.764786	2.968562	0	0.124255	0
AT1G02460	0.34871	0.943895	0.717236	0.439855	0.746085	0.66621	0.445537	0.367189	0.625281	1.362662	1.514636	1.447644
AT1G02470	4.31009054147465	4.40220224654378	3.34825782258065	2.65102349078341	2.60758581797235	2.42556141705069	6.98867036866359	8.44646781105991	13.4156085195853	1.47295117511521	1.96399689516129	1.60417044354839
AT1G02475	58.434498	54.771061	58.90218	40.149925	43.341007	45.396595	38.830032	41.872162	42.49353	23.108839	17.739298	17.103266
AT1G02480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02490	0.482948	0.900425	0	0.504568	0	0	0.206666	0.655601	0.14225	0.97709	0.448147	0.262979
AT1G02500	303.627209530333	335.067157573386	320.781471722114	305.161326457926	337.27987890411	337.825725616438	272.477006360078	237.329764520548	266.363698238748	292.044623483366	251.19435704501	258.309894011742
AT1G02510	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02520	3.35521	3.74623	3.400875	3.876673	4.189568	3.598728	11.977342	13.159285	13.992698	6.955835	6.981409	5.371305
AT1G02530	0.09275	0.123712	0.040505	0.039789	0.069661	0.126301	0.532817	0.473901	0.793873	0.088986	0.117641	0.069964
AT1G02540	0	0	0	0	0	0.059967	0	0	0	0	0	0
AT1G02550	0	0	0	0.072737	0	0	0	0	0.067813	0	0	0
AT1G02560	166.081451	164.605148	165.193436	119.411156	112.708672	109.14032	117.015846	103.015335	95.891815	70.606255	64.944077	63.665905
AT1G02570	2.84045	3.487127	2.229385	1.578069	3.278503	2.943075	0.05599	0	0.054565	0.391107	0.477825	0.229493
AT1G02575	0.735217	0.380037	0.627454	1.556699	1.947782	1.558102	0.056489	0	0	0.237706	0.224572	0.22998
AT1G02580	0.145512	0.021589	0.285866	0.267816	0.313379	0.330329	0.448956	0.940481	0.713248	0.062115	0.029342	0.026068
AT1G02590	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02600	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02610	8.760776	9.133992	8.941538	5.939422	7.10762	10.729965	2.762113	2.593293	2.440379	3.56247	2.602072	1.55231
AT1G02620	3.360637	1.714401	2.167927	2.411233	0.842015	1.539154	0.139163	0.153844	0.058286	0	0	0.223454
AT1G02630	0	0	0.033474	0	0	0	0	0.065907	0	0	0.041779	0.043461
AT1G02640	17.236172	19.302715	17.586735	18.682041	14.424276	21.622221	14.661603	10.519032	7.971971	12.451123	13.191969	15.120425
AT1G02650	2.429608	2.418684	2.769621	2.866857	3.03598	3.024515	3.301214	4.597199	3.194922	1.835279	2.719396	1.875192
AT1G02660	10.975044	13.229099	12.177881	34.446529	10.194977	19.335897	5.869951	5.33263	4.503127	6.298974	4.725379	4.562644
AT1G02670	0.735081	1.36244	1.01801	1.388548	0.970338	0.916111	2.505225	2.814455	2.242311	1.863327	2.257038	1.245011
AT1G02680	5.80858	7.855244	6.547023	9.040069	7.37755	7.681171	9.276677	10.487605	9.563601	7.120813	8.995667	8.101536
AT1G02681	0	0.04849	0	0.400633	0.090813	0.10265	0	0.002726	0	0	0	0
AT1G02690	7.0620723556701	9.08176628041237	7.71077465412371	9.71810372938144	10.7486027061856	10.0528856618557	15.2534819824742	12.6590777876289	13.3285409319588	17.6797997597938	18.4930367943299	17.7600522469072
AT1G02700	1.389995	0.958787	1.723848	4.761095	5.22337	2.22349	68.39122	28.737474	20.560814	156.384415	164.852463	138.568985
AT1G02710	10.91689	12.384818	14.208162	19.27911	17.030792	14.741713	7.588157	4.81815	6.454918	1.282062	2.675789	2.753887
AT1G02720	8.43157642833788	9.51320134495913	10.1257899133515	11.0349772893733	12.0855529569482	11.4384470915531	8.27163418147139	9.94677846321526	8.19737878419619	13.4112131302452	13.3040946201635	14.6827104588556
AT1G02730	8.611225	10.192163	9.990095	12.678257	10.708819	10.815507	16.807312	10.410992	10.561999	17.111296	16.010601	13.978574
AT1G02740	5.952112	7.112196	7.571084	7.415593	8.291739	7.851371	10.602451	12.412184	10.377815	7.493834	7.803493	5.763142
AT1G02750	10.618959	9.96082268	10.009137	9.277960308	10.747907	10.68978394	14.847672	18.162109984	17.396981964	12.62969574	9.298594	11.566765
AT1G02760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02770	0.65086	1.014511	0.798024	23.174126	29.600307	24.589848	6.932783	9.380447	8.04347	25.301844	24.362547	26.328846
AT1G02780	332.586517	380.423828	354.532135	429.653656	460.654785	401.634552	635.859314	590.715515	602.30072	624.217834	658.975037	637.653809
AT1G02790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02800	0.504158	1.086025	0.701127	3.362608	4.385439	3.782608	3.802189	2.520104	2.992281	4.289899	3.916837	2.564972
